Time,BA1_CFM,BA2_CFM,BA3_CFM,TO1_CFM,TO2_CFM,TO3_CFM,BA4_CFM,LAU_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2017-04-07 18:52:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,58.1854568742118,122.267944058081,0.214561628600651
2017-04-07 18:53:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,51.2527710818094,118.253193652238,0.207516352816071
2017-04-07 18:54:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 18:55:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 18:56:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 18:57:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 18:58:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 18:59:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 19:00:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 19:01:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 19:02:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 19:03:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 19:04:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 19:05:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 19:06:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 19:07:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 19:08:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 19:09:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 19:10:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 19:11:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 19:12:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 19:13:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 19:14:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 19:15:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 19:16:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:17:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.8585257853359,118.032890525449,0.207129754365971
2017-04-07 19:18:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:19:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:20:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:21:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:22:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:23:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:24:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:25:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:26:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:27:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:28:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:29:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:30:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:31:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:32:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:33:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.6732942308274,117.376068316143,0.205977131378684
2017-04-07 19:34:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:35:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:36:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:37:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:38:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:39:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:40:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:41:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:42:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.0687727233236,117.594309709599,0.206360111800647
2017-04-07 19:43:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:44:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.0687727233236,117.594309709599,0.206360111800647
2017-04-07 19:45:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:46:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.4638549625304,117.813256590553,0.206744330245771
2017-04-07 19:47:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.0687727233236,117.594309709599,0.206360111800647
2017-04-07 19:48:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.0687727233236,117.594309709599,0.206360111800647
2017-04-07 19:49:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.0687727233236,117.594309709599,0.206360111800647
2017-04-07 19:50:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.0687727233236,117.594309709599,0.206360111800647
2017-04-07 19:51:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.0687727233236,117.594309709599,0.206360111800647
2017-04-07 19:52:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,50.0687727233236,117.594309709599,0.206360111800647
2017-04-07 19:53:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 19:54:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 19:55:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 19:56:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 19:57:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 19:58:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 19:59:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:00:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:01:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:02:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:03:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:04:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:05:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:06:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:07:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:08:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:09:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:10:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:11:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:12:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:13:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:14:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:15:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:16:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:17:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:18:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:19:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:20:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:21:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:22:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:23:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:24:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:25:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:26:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:27:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:28:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:29:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:30:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:31:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:32:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:33:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.0230195107136,114.881868027756,0.201600189572266
2017-04-07 20:34:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:35:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:36:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:37:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:38:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:39:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:40:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:41:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:42:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:43:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:44:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:45:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:46:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:47:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:48:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:49:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:50:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:51:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:52:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,45.8877828156593,115.335355680191,0.202395991366484
2017-04-07 20:53:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 20:54:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 20:55:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 20:56:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 20:57:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 20:58:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 20:59:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:00:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:01:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:02:00,0,101,0,0,0,0,72,0,0,0,173,0,0,173,49.7576250244967,184.11441751009,0.323092774432027
2017-04-07 21:03:00,0,101,0,0,0,0,72,0,0,0,173,0,0,173,49.7576250244967,184.11441751009,0.323092774432027
2017-04-07 21:04:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:05:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:06:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:07:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:08:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:09:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:10:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:11:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:12:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:13:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:14:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:15:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:16:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:17:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:18:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:19:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:20:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:21:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:22:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:23:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:24:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:25:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:26:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:27:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:28:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:29:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:30:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:31:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:32:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,49.7576250244967,117.422527535016,0.206058660235178
2017-04-07 21:33:00,0,101,0,0,0,0,0,0,0,0,101,0,0,101,48.9337624659724,116.970473025511,0.205265373388631
