Time,PM_MET_IN1,PM_MET_OUT,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR3,CO2_ETC_OUT,NO2_AQL_IN1,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR3,T_ETC_OUT,T_HBO_BA1,T_HBO_BA2,T_HBO_TO1,T_HBO_LAU,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR3,RH_ETC_OUT,RH_HBO_BA1,RH_HBO_BA2,RH_HBO_TO1,RH_HBO_LAU,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2017-06-26 18:10:00,2,2.7310000000000003,762.0,733,770,397,0.001,15.0,14.0,25.4,24.6,24.4,36.5,30.52,30.571,32.33,25.016,30.697,54.2,56.4,55.8,28.7,41.942,40.752,36.908,56.827,39.766,,15.0,,14.0
2017-06-26 18:11:00,1,1.923,760.0,740,746,395,0.0,15.0,14.0,25.4,24.6,24.4,36.5,30.52,30.646,32.33,25.016,30.571,54.3,56.3,55.8,28.6,41.942,41.226000000000006,36.773,56.64,40.319,,15.0,,14.0
2017-06-26 18:12:00,1,1.694,760.0,749,729,395,0.0,15.0,14.0,25.4,24.6,24.4,36.4,30.52,30.697,32.355,25.016,30.52,54.4,56.3,55.8,28.5,41.81,41.231,36.64,56.64,40.414,,15.0,,14.0
2017-06-26 18:13:00,2,1.953,759.0,751,716,398,0.003,15.0,14.0,25.4,24.6,24.4,36.4,30.545,30.773000000000003,32.355,25.04,30.469,54.4,56.3,55.7,28.7,41.813,40.874,36.742,56.613,40.575,,15.0,,14.0
2017-06-26 18:14:00,1,1.266,758.0,752,710,397,0.003,15.0,14.0,25.4,24.7,24.4,36.3,30.52,30.824,32.355,25.04,30.394,54.4,56.3,55.7,28.8,41.843,40.246,36.64,56.675,40.567,,15.0,,14.0
2017-06-26 18:15:00,2,1.2819999999999998,753.0,751,708,396,0.002,15.0,14.0,25.4,24.7,24.5,36.3,30.52,30.874,32.355,25.04,30.343000000000004,54.5,56.2,55.6,28.8,41.843,40.052,36.674,56.613,40.595,,15.0,,14.0
2017-06-26 18:16:00,2,1.816,755.0,751,702,397,0.002,15.0,14.0,25.4,24.7,24.5,36.2,30.52,30.925,32.33,25.065,30.243,54.5,56.2,55.6,28.7,41.87600000000001,40.557,36.63800000000001,56.86600000000001,40.85,,15.0,,14.0
2017-06-26 18:17:00,2,1.862,758.0,746,693,396,0.002,15.0,14.0,25.4,24.7,24.5,36.2,30.495,30.976,32.33,25.065,30.192,54.4,56.3,55.5,28.6,41.87300000000001,39.628,36.57,56.86600000000001,40.579,,15.0,,14.0
2017-06-26 18:18:00,2,2.075,758.0,745,683,397,0.002,15.0,14.0,25.4,24.7,24.5,36.1,30.495,31.026,32.33,25.089,30.117,54.9,56.3,55.5,29.0,41.87300000000001,39.867,36.502,56.838,40.803,,15.0,,14.0
2017-06-26 18:19:00,2,2.014,762.0,742,678,395,0.001,15.0,14.0,25.5,24.7,24.5,36.0,30.495,31.052,32.33,25.113000000000003,29.991,54.4,56.3,55.5,29.1,41.84,40.003,36.435,56.81100000000001,40.923,,15.0,,14.0
2017-06-26 18:20:00,2,1.877,758.0,737,677,395,0.001,15.0,14.0,25.5,24.7,24.5,35.9,30.495,31.103,32.33,25.113000000000003,29.916,54.3,56.3,55.5,29.1,41.74100000000001,39.407,36.401,56.842,41.545,,15.0,,14.0
2017-06-26 18:21:00,1,1.953,762.0,735,668,397,0.002,15.0,14.0,25.5,24.7,24.5,35.8,30.495,31.153,32.355,25.137,29.84,54.5,56.3,55.5,28.8,41.84,39.145,36.505,57.032,41.669,,15.0,,14.0
2017-06-26 18:22:00,2,1.236,766.0,735,673,400,0.002,15.0,14.0,25.5,24.7,24.5,35.8,30.495,31.204,32.355,25.162,29.79,54.5,56.3,55.5,29.0,41.90600000000001,39.485,36.606,57.067,41.332,,15.0,,14.0
2017-06-26 18:23:00,2,1.694,766.0,736,671,399,0.002,15.0,15.0,25.5,24.7,24.6,35.7,30.495,31.23,32.355,25.162,29.69,54.3,56.4,55.5,29.3,41.90600000000001,38.918,36.573,57.005,41.255,,15.0,,15.0
2017-06-26 18:24:00,2,1.2819999999999998,761.0,740,667,397,0.002,15.0,15.0,25.5,24.7,24.6,35.7,30.495,31.281,32.355,25.162,29.64,54.3,56.4,55.6,29.5,41.807,38.89,36.471,56.942,41.912,,15.0,,15.0
2017-06-26 18:25:00,2,2.716,756.0,744,668,398,0.002,15.0,15.0,25.6,24.7,24.6,35.7,30.495,31.331,32.355,25.186,29.615,54.3,56.4,55.5,29.2,41.674,38.895,36.403,57.07100000000001,42.438,,15.0,,15.0
2017-06-26 18:26:00,2,2.457,760.0,745,669,399,0.002,15.0,15.0,25.6,24.7,24.6,35.6,30.495,31.357,32.355,25.186,29.615,54.4,56.5,55.5,29.4,41.74100000000001,38.428,36.336,57.07100000000001,41.975,,15.0,,15.0
2017-06-26 18:27:00,2,1.16,771.0,746,668,397,0.001,15.0,15.0,25.6,24.7,24.6,35.6,30.495,31.408,32.381,25.21,29.59,54.2,56.5,55.5,29.6,41.674,38.299,36.27,57.074,41.972,,15.0,,15.0
2017-06-26 18:28:00,2,1.724,778.0,741,663,397,0.001,15.0,15.0,25.5,24.7,24.7,35.5,30.495,31.433000000000003,32.381,25.186,29.59,54.3,56.5,55.5,29.0,41.608,38.704,36.237,56.977,42.072,,15.0,,15.0
2017-06-26 18:29:00,2,1.358,779.0,741,660,397,0.002,15.0,15.0,25.6,24.8,24.6,35.5,30.495,31.459,32.381,25.21,29.565,54.2,56.5,55.5,28.8,41.608,38.606,36.27,56.981,41.374,,15.0,,15.0
2017-06-26 18:30:00,2,2.441,770.0,743,658,396,0.002,15.0,15.0,25.6,24.8,24.7,35.4,30.495,31.51,32.381,25.21,29.515,54.3,56.5,55.4,28.6,41.608,38.444,36.304,57.043,41.103,,15.0,,15.0
2017-06-26 18:31:00,2,1.892,771.0,747,657,397,0.002,15.0,15.0,25.6,24.8,24.7,35.3,30.495,31.535,32.381,25.21,29.439,54.2,56.6,55.4,28.6,41.74100000000001,38.312,36.44,57.137,40.49800000000001,,15.0,,15.0
2017-06-26 18:32:00,2,1.129,769.0,749,660,396,0.002,16.0,15.0,25.6,24.8,24.7,35.3,30.495,31.561,32.381,25.21,29.365,54.3,57.4,55.4,28.6,41.674,38.684,36.474,57.137,40.49,,16.0,,15.0
2017-06-26 18:33:00,2,1.083,772.0,747,662,397,0.002,16.0,15.0,25.6,24.5,24.7,35.2,30.495,31.561,32.381,25.21,29.315,54.2,57.6,56.3,28.6,41.674,38.415,36.44,57.448,40.684,,16.0,,15.0
2017-06-26 18:34:00,2,1.3730000000000002,775.0,744,665,397,0.002,16.0,15.0,25.6,24.2,24.7,35.1,30.495,31.612,32.381,25.234,29.24,54.6,57.9,56.1,28.8,41.409,37.983,36.304,57.42100000000001,40.543,,16.0,,15.0
2017-06-26 18:35:00,3,1.3430000000000002,779.0,743,668,400,0.001,16.0,15.0,25.6,23.9,24.7,35.0,30.495,31.612,32.355,25.258000000000006,29.165,54.4,58.1,55.6,29.0,41.37600000000001,37.58,36.403,56.739,40.834,,16.0,,15.0
2017-06-26 18:36:00,2,1.358,778.0,742,674,399,0.001,16.0,15.0,25.6,23.7,24.7,34.9,30.495,31.663,31.714,25.234,29.09,54.2,58.2,55.0,29.2,41.87300000000001,37.282,37.59,56.267,41.058,,16.0,,15.0
2017-06-26 18:37:00,2,1.4340000000000002,777.0,743,680,397,0.001,16.0,15.0,25.6,23.5,24.6,34.9,30.495,31.689,30.849,25.137,29.065,53.9,58.3,54.4,29.4,42.304,36.981,39.01300000000001,56.284,41.286,,16.0,,15.0
2017-06-26 18:38:00,2,2.075,779.0,744,685,399,0.001,16.0,15.0,25.6,23.3,24.6,34.8,30.52,31.714,29.966,25.016,29.04,53.5,58.1,54.0,29.6,42.208,36.781,40.222,56.453,41.614,,16.0,,15.0
2017-06-26 18:39:00,2,2.899,779.0,746,693,396,0.001,16.0,15.0,25.6,23.2,24.5,34.8,30.52,31.765,29.14,24.847,29.065,53.3,58.2,53.7,30.0,41.976000000000006,36.651,41.857,56.74,41.452,,16.0,,15.0
2017-06-26 18:40:00,2,1.297,777.0,754,703,396,0.001,16.0,15.0,25.5,23.2,24.5,34.7,30.545,31.791,28.419,24.702,29.04,52.7,58.2,53.4,30.3,41.779,36.417,43.291,56.967,42.341,,16.0,,15.0
2017-06-26 18:41:00,2,1.007,777.0,759,711,396,0.001,16.0,15.0,25.4,23.0,24.5,34.7,30.545,31.842,27.801,24.557,29.04,52.6,58.4,53.0,30.5,41.547,36.455,44.856,57.132,42.868,,16.0,,15.0
2017-06-26 18:42:00,2,1.251,779.0,759,720,396,0.001,16.0,15.0,25.4,22.9,24.4,34.6,30.545,31.868,27.284,24.436,29.015,52.3,58.1,52.8,30.9,41.381,36.356,46.16,57.332,42.832,,16.0,,15.0
2017-06-26 18:43:00,2,3.6010000000000004,774.0,755,719,396,0.002,16.0,15.0,25.3,22.8,24.4,34.6,30.571,31.919,26.842,24.315,28.941,52.2,58.1,52.6,31.0,41.218,36.395,47.142,57.37600000000001,43.317,,16.0,,15.0
2017-06-26 18:44:00,2,1.724,771.0,748,722,394,0.002,16.0,15.0,25.3,22.8,24.4,34.5,30.571,31.944000000000006,26.5,24.195,28.891,52.0,58.1,52.4,31.0,41.151,36.398,48.164,57.451,43.476000000000006,,16.0,,15.0
2017-06-26 18:45:00,2,2.197,771.0,748,729,396,0.002,16.0,15.0,25.2,22.7,24.3,34.5,30.571,31.97,26.231,24.098000000000006,28.841,51.7,57.9,52.1,31.1,41.018,36.569,48.933,57.529,43.76600000000001,,16.0,,15.0
2017-06-26 18:46:00,2,1.3430000000000002,776.0,753,731,396,0.002,16.0,15.0,25.2,22.6,24.3,34.4,30.571,32.021,25.987,24.002,28.791,51.7,58.2,52.0,31.1,40.952,36.473,49.51,57.576,44.187,,16.0,,15.0
2017-06-26 18:47:00,2,1.205,775.0,759,731,396,0.002,16.0,15.0,25.1,22.8,24.3,34.4,30.571,32.047,25.793000000000006,23.954,28.742,51.7,58.9,52.0,31.3,40.852,36.035,49.964,57.538,43.722,,16.0,,15.0
2017-06-26 18:48:00,2,1.404,772.0,757,729,397,0.002,16.0,15.0,25.1,23.1,24.3,34.4,30.571,32.073,25.623,23.905,28.692,51.9,58.5,53.0,31.3,40.752,35.801,50.324,59.261,43.716,,16.0,,15.0
2017-06-26 18:49:00,2,1.511,776.0,763,728,397,0.003,16.0,15.0,25.2,23.3,24.2,34.3,30.571,32.124,25.501,23.809,28.667,52.0,58.4,53.1,31.3,40.686,36.077,50.595,58.722,44.5,,16.0,,15.0
2017-06-26 18:50:00,2,1.907,775.0,772,723,396,0.003,16.0,15.0,25.2,23.4,24.2,34.3,30.571,32.124,25.38,23.833,28.593000000000004,52.0,58.0,53.2,31.4,40.586,36.178,50.897,58.324,43.934,,16.0,,15.0
2017-06-26 18:51:00,2,1.114,780.0,777,720,396,0.003,16.0,15.0,25.2,23.5,24.2,34.3,30.571,32.175,25.258000000000006,23.905,28.518,52.2,57.9,53.5,31.1,40.553,35.946,51.262,58.088,43.794,,16.0,,15.0
2017-06-26 18:52:00,2,1.099,780.0,783,719,396,0.003,16.0,15.0,25.1,23.6,24.3,34.2,30.596,32.175,25.186,24.002,28.394,52.1,57.7,53.6,31.2,40.589,35.505,51.601000000000006,57.855,44.01,,16.0,,15.0
2017-06-26 18:53:00,2,1.068,778.0,787,714,397,0.002,16.0,19.0,25.2,23.7,24.3,34.1,30.596,32.227,25.113000000000003,24.098000000000006,28.32,52.3,57.5,53.9,31.3,40.555,35.51,51.908,57.591,44.655,,16.0,,19.0
2017-06-26 18:54:00,2,2.029,784.0,794,712,400,0.002,16.0,19.0,25.2,23.8,24.3,34.1,30.596,32.227,25.04,24.219,28.27,52.6,57.3,54.0,31.5,40.589,35.341,52.183,57.299,44.682,,16.0,,19.0
2017-06-26 18:55:00,2,1.053,792.0,790,714,398,0.001,16.0,19.0,25.2,23.8,24.3,34.0,30.596,32.253,24.992,24.315,28.221,52.5,57.2,54.0,31.6,40.622,35.411,52.335,57.096,44.774,,16.0,,19.0
2017-06-26 18:56:00,2,1.526,790.0,792,716,397,0.001,16.0,19.0,25.2,23.9,24.3,34.0,30.596,32.278,24.968000000000004,24.436,28.171,52.8,57.1,54.0,31.9,40.555,35.21,52.521,56.772,45.03,,16.0,,19.0
2017-06-26 18:57:00,2,0.9,785.0,794,715,394,0.0,16.0,19.0,25.3,23.9,24.3,33.9,30.596,32.304,24.919,24.532,28.147,52.9,57.0,54.1,31.8,40.555,35.314,52.70399999999999,56.724,45.223,,16.0,,19.0
2017-06-26 18:58:00,2,0.916,790.0,793,719,396,0.0,16.0,19.0,25.3,24.0,24.3,33.9,30.596,32.33,24.992,24.629,28.122,53.2,56.9,54.2,31.8,40.555,35.554,52.99800000000001,56.614,45.481,,16.0,,19.0
2017-06-26 18:59:00,2,0.977,795.0,793,725,393,0.0,16.0,19.0,25.3,24.0,24.3,33.8,30.596,32.33,25.21,24.702,28.048,52.9,56.8,54.2,32.0,40.455,35.656,52.713,56.375,45.472,,16.0,,19.0
2017-06-26 19:00:00,2,1.724,793.0,786,729,395,0.0,16.0,19.0,25.3,24.1,24.4,33.7,30.571,32.33,25.404,24.774,27.974,53.2,56.8,54.1,31.7,40.486,36.028,52.518,56.137,45.723,,16.0,,19.0
2017-06-26 19:01:00,2,1.053,799.0,789,729,395,0.0,16.0,19.0,25.4,24.1,24.4,33.7,30.545,32.304,25.598000000000006,24.847,27.949,52.9,56.7,54.2,31.8,40.583,35.755,52.228,55.897,45.62300000000001,,16.0,,19.0
2017-06-26 19:02:00,2,0.748,799.0,789,729,395,0.0,17.0,19.0,25.4,24.2,24.4,33.6,30.52,32.304,25.817,24.919,27.85,52.5,56.6,54.3,31.9,40.614,35.551,52.004,55.68899999999999,45.351000000000006,,17.0,,19.0
2017-06-26 19:03:00,2,1.3730000000000002,792.0,789,729,395,0.0,17.0,19.0,25.4,24.2,24.4,33.5,30.52,32.304,26.036,24.968000000000004,27.801,52.7,56.5,54.3,32.4,40.614,35.416,51.494,55.477,45.768,,17.0,,19.0
2017-06-26 19:04:00,2,1.3430000000000002,790.0,789,731,398,0.0,17.0,19.0,25.4,24.1,24.4,33.5,30.495,32.304,26.256,25.016,27.751,52.8,56.5,54.3,32.3,40.611,35.314,50.75899999999999,55.359,46.087,,17.0,,19.0
2017-06-26 19:05:00,2,0.748,792.0,788,734,400,0.0,17.0,19.0,25.5,24.2,24.4,33.4,30.495,32.304,26.475,25.065,27.677,52.6,56.5,54.3,32.5,40.545,35.076,49.989,55.24100000000001,46.143,,17.0,,19.0
2017-06-26 19:06:00,2,1.297,796.0,788,738,400,0.0,17.0,19.0,25.5,24.3,24.5,33.3,30.469,32.278,26.695,25.113000000000003,27.604,52.7,56.4,54.4,32.6,40.575,35.21,49.313,55.154,46.653,,17.0,,19.0
2017-06-26 19:07:00,2,0.931,800.0,784,737,397,0.0,17.0,19.0,25.5,24.3,24.5,33.2,30.469,32.278,26.916,25.137,27.554,52.6,56.4,54.4,32.6,40.608,35.21,48.635,55.095,46.745,,17.0,,19.0
2017-06-26 19:08:00,2,0.992,797.0,784,734,395,0.0,17.0,19.0,25.6,24.3,24.5,33.1,30.444000000000006,32.278,27.112,25.186,27.481,52.7,56.3,54.4,32.7,40.606,35.312,48.015,55.102,46.573,,17.0,,19.0
2017-06-26 19:09:00,2,1.221,792.0,784,734,394,0.0,17.0,19.0,25.6,24.4,24.5,33.0,30.444000000000006,32.278,27.333,25.21,27.407,52.6,56.3,54.7,33.0,40.739,35.515,47.429,54.98,46.727,,17.0,,19.0
2017-06-26 19:10:00,2,1.328,792.0,783,750,397,0.0,17.0,19.0,25.6,24.4,24.5,32.9,30.419,32.278,27.554,25.258000000000006,27.308000000000003,52.6,56.2,54.7,33.3,40.67,35.074,46.777,54.955,47.006,,17.0,,19.0
2017-06-26 19:11:00,2,1.419,792.0,774,776,398,0.0,17.0,19.0,25.6,24.4,24.6,32.8,30.419,32.278,27.751,25.283,27.21,52.6,56.2,54.8,33.5,40.67,35.108000000000004,46.12,54.896,47.543,,17.0,,19.0
2017-06-26 19:12:00,2,0.732,792.0,774,794,397,0.0,17.0,19.0,25.6,24.4,24.6,32.6,30.394,32.253,27.949,25.307,27.161,52.5,56.2,54.9,33.7,40.7,35.68199999999999,45.525,54.868,47.666,,17.0,,19.0
2017-06-26 19:13:00,1,1.6780000000000002,789.0,778,808,394,0.0,17.0,19.0,25.6,24.5,24.6,32.5,30.394,32.253,28.147,25.307,27.063,52.5,56.1,55.1,33.8,40.667,35.37699999999999,44.962,54.837,47.945,,17.0,,19.0
2017-06-26 19:14:00,1,0.732,785.0,776,818,394,0.0,17.0,19.0,25.6,24.5,24.6,32.4,30.369,32.253,28.345,25.331,27.014,52.5,56.1,55.1,34.1,40.664,35.241,44.397,54.777,47.938,,17.0,,19.0
2017-06-26 19:15:00,2,2.075,782.0,773,826,396,0.001,17.0,19.0,25.7,24.5,24.7,32.3,30.369,32.253,28.518,25.355,26.965,52.5,56.1,55.1,34.2,40.598,35.037,43.86,54.812,48.416,,17.0,,19.0
2017-06-26 19:16:00,2,0.732,782.0,771,835,397,0.001,17.0,19.0,25.7,24.5,24.7,32.2,30.369,32.227,28.692,25.355,26.965,52.5,56.1,55.1,34.3,40.598,34.865,43.38800000000001,54.78100000000001,48.255,,17.0,,19.0
2017-06-26 19:17:00,2,1.221,784.0,774,846,398,0.001,17.0,19.0,25.7,24.5,24.7,32.1,30.343000000000004,32.227,28.841,25.38,26.916,52.5,56.0,55.1,34.3,40.628,34.933,42.879,54.784,48.635,,17.0,,19.0
2017-06-26 19:18:00,2,1.144,785.0,774,856,395,0.001,17.0,19.0,25.7,24.5,24.7,32.0,30.343000000000004,32.227,29.015,25.38,26.867,52.5,56.0,55.1,34.1,40.695,35.74800000000001,42.503,54.784,47.791,,17.0,,19.0
2017-06-26 19:19:00,2,0.748,783.0,771,865,393,0.001,17.0,19.0,25.7,24.5,24.7,31.9,30.343000000000004,32.227,29.165,25.38,26.793000000000006,52.5,56.0,55.1,34.0,40.562,35.408,42.058,54.784,47.782,,17.0,,19.0
2017-06-26 19:20:00,2,1.251,785.0,767,868,394,0.001,17.0,19.0,25.7,24.6,24.8,31.8,30.318,32.201,29.315,25.404,26.769,52.4,56.5,55.2,33.6,40.592,35.27,41.678,54.788,47.23,,17.0,,19.0
2017-06-26 19:21:00,2,0.7929999999999999,786.0,767,877,398,0.001,17.0,19.0,25.7,24.4,24.8,31.6,30.318,32.201,29.464,25.404,26.72,52.4,56.6,55.5,33.8,40.559,35.067,41.297,54.788,47.03,,17.0,,19.0
2017-06-26 19:22:00,2,0.961,780.0,762,887,398,0.001,17.0,19.0,25.7,24.0,24.8,31.5,30.293000000000006,32.201,29.59,25.428,26.646,52.5,57.0,55.3,33.9,40.456,34.591,40.879,54.823,46.666,,17.0,,19.0
2017-06-26 19:23:00,1,0.732,771.0,755,886,396,0.001,17.0,16.0,25.7,23.7,24.8,31.3,30.293000000000006,32.201,29.74,25.428,26.598000000000006,52.5,57.3,54.7,34.1,40.423,34.319,40.53,54.383,46.692,,17.0,,16.0
2017-06-26 19:24:00,2,1.144,767.0,753,872,395,0.001,17.0,16.0,25.7,23.5,24.8,31.2,30.293000000000006,32.175,29.84,25.355,26.549,52.2,57.3,54.0,34.2,40.323,34.419000000000004,40.408,54.215,46.912,,17.0,,16.0
2017-06-26 19:25:00,1,1.404,765.0,750,850,394,0.001,17.0,16.0,25.7,23.3,24.7,31.0,30.293000000000006,32.175,29.439,25.258000000000006,26.524,51.8,57.4,53.5,34.3,40.988,34.18,41.228,54.358,46.974,,17.0,,16.0
2017-06-26 19:26:00,2,1.083,768.0,748,832,394,0.001,17.0,16.0,25.6,23.1,24.7,30.9,30.293000000000006,32.201,28.816,25.113000000000003,26.475,51.6,57.3,53.1,34.5,41.254,34.489000000000004,42.019,54.652,46.709,,17.0,,16.0
2017-06-26 19:27:00,2,1.099,771.0,744,812,395,0.001,17.0,16.0,25.6,23.0,24.6,30.7,30.293000000000006,32.201,28.196,24.944000000000006,26.402,51.4,57.2,52.6,34.8,41.121,34.659,43.069,55.004,46.7,,17.0,,16.0
2017-06-26 19:28:00,1,1.48,772.0,747,800,395,0.001,17.0,16.0,25.5,22.9,24.6,30.5,30.293000000000006,32.201,27.653,24.798,26.304,51.1,57.2,52.3,35.0,40.988,34.489000000000004,44.25100000000001,55.29600000000001,46.947,,17.0,,16.0
2017-06-26 19:29:00,1,0.732,774.0,744,794,395,0.001,17.0,16.0,25.5,22.8,24.6,30.4,30.293000000000006,32.201,27.161,24.653,26.231,50.7,57.1,51.9,35.3,40.789,34.387,45.301,55.432,46.97,,17.0,,16.0
2017-06-26 19:30:00,1,0.732,775.0,743,784,394,0.001,17.0,16.0,25.5,22.7,24.5,30.2,30.268,32.201,26.769,24.508000000000006,26.134,50.5,57.0,51.7,35.7,40.72,34.081,46.163,55.66,47.313,,17.0,,16.0
2017-06-26 19:31:00,1,0.732,777.0,747,773,395,0.001,17.0,16.0,25.4,22.6,24.5,30.1,30.268,32.201,26.426,24.388,26.036,50.3,57.0,51.5,35.9,40.454,33.569,46.962,55.768,47.62300000000001,,17.0,,16.0
2017-06-26 19:32:00,1,0.961,777.0,750,770,395,0.001,17.0,16.0,25.4,22.6,24.4,29.9,30.243,32.201,26.109,24.267,25.963,50.1,57.9,51.2,36.1,40.31800000000001,33.433,47.503,55.875,47.871,,17.0,,16.0
2017-06-26 19:33:00,1,0.809,775.0,745,763,394,0.002,17.0,16.0,25.4,22.9,24.4,29.8,30.243,32.201,25.841,24.146,25.866,50.0,57.7,51.4,36.4,40.185,33.501,47.984,56.075,47.858,,17.0,,16.0
2017-06-26 19:34:00,2,0.809,770.0,738,757,391,0.002,17.0,16.0,25.4,23.1,24.4,29.6,30.217,32.201,25.623,24.05,25.793000000000006,50.2,57.1,52.0,36.8,40.116,33.365,48.277,57.367,48.235,,17.0,,16.0
2017-06-26 19:35:00,2,0.778,761.0,743,756,395,0.002,17.0,16.0,25.3,23.3,24.4,29.5,30.192,32.201,25.428,23.978,25.671,50.3,56.8,52.2,37.1,39.946,33.467,48.82899999999999,57.201,48.764,,17.0,,16.0
2017-06-26 19:36:00,1,1.648,757.0,750,753,396,0.002,17.0,16.0,25.3,23.4,24.4,29.3,30.192,32.201,25.258000000000006,24.002,25.598000000000006,50.4,56.5,52.4,37.3,39.913,33.706,49.511,56.832,48.915,,17.0,,16.0
2017-06-26 19:37:00,1,0.748,760.0,755,752,391,0.003,17.0,16.0,25.3,23.5,24.4,29.2,30.192,32.201,25.113000000000003,24.05,25.501,50.5,56.3,52.4,37.8,39.98,33.842,50.161,56.528,49.351000000000006,,17.0,,16.0
2017-06-26 19:38:00,1,0.732,767.0,759,745,392,0.003,17.0,16.0,25.3,23.6,24.4,29.0,30.167,32.175,24.992,24.146,25.404,50.6,56.2,52.5,37.9,40.044,33.533,50.718,56.387,49.466,,17.0,,16.0
2017-06-26 19:39:00,1,0.809,769.0,762,740,392,0.002,17.0,16.0,25.3,23.7,24.4,28.9,30.142,32.175,24.919,24.267,25.331,50.7,56.1,52.6,38.1,40.108,33.601,51.185,56.0,49.488,,17.0,,16.0
2017-06-26 19:40:00,1,1.038,766.0,762,738,393,0.002,17.0,16.0,25.3,23.8,24.4,28.7,30.142,32.175,24.847,24.339,25.234,50.8,55.9,52.7,38.4,40.108,33.361999999999995,51.492,55.605,49.667,,17.0,,16.0
2017-06-26 19:41:00,1,1.526,758.0,761,742,395,0.001,17.0,16.0,25.3,23.8,24.4,28.6,30.142,32.175,24.823,24.46,25.162,50.9,55.8,52.8,38.5,40.108,33.499,51.805,55.278,49.562,,17.0,,16.0
2017-06-26 19:42:00,1,0.732,753.0,764,748,398,0.001,17.0,16.0,25.3,23.9,24.4,28.4,30.117,32.175,24.774,24.532,25.065,50.9,55.7,52.8,38.7,40.105,33.294000000000004,51.925,55.039,49.709,,17.0,,16.0
2017-06-26 19:43:00,1,0.763,750.0,764,746,396,0.001,17.0,16.0,25.4,23.9,24.5,28.3,30.091,32.15,24.847,24.629,24.968000000000004,50.9,55.7,52.7,38.9,40.102,33.531,51.872,54.802,49.69600000000001,,17.0,,16.0
