Time,PM_MET_IN1,PM_MET_OUT,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,CO2_ETC_OUT,NO2_AQL_IN1,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,T_ETC_OUT,T_HBO_BA1,T_HBO_BA2,T_HBO_LAU,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RH_ETC_OUT,RH_HBO_BA1,RH_HBO_BA2,RH_HBO_LAU,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2017-07-31 18:23:00,3.0,2.67,621.0,520.0,414.0,397.0,0.02,21.0,20.0,23.9,22.8,23.8,40.1,23.833,28.941,22.681,34.308,47.9,48.9,49.4,19.6,48.05,39.383,52.143,26.492,,21.0,,20.0
2017-07-31 18:24:00,3.0,1.77,616.0,522.0,414.0,397.0,0.02,21.0,20.0,23.8,22.8,23.8,40.1,23.857,29.04,22.729,34.255,48.4,48.8,49.5,19.7,48.021,39.326,51.898,26.628,,21.0,,20.0
2017-07-31 18:25:00,3.0,3.372,609.0,528.0,418.0,396.0,0.024,21.0,19.0,23.8,22.8,23.8,40.0,23.881,29.14,22.753,34.255,48.3,48.6,49.3,19.5,47.992,38.804,51.398,25.404,,21.0,,19.0
2017-07-31 18:26:00,3.0,1.77,603.0,532.0,419.0,398.0,0.024,21.0,19.0,23.9,22.7,23.7,39.9,23.881,29.215,22.729,34.202,47.9,48.7,49.3,19.8,48.024,38.411,51.237,25.995,,21.0,,19.0
2017-07-31 18:27:00,3.0,2.991,593.0,538.0,420.0,397.0,0.021,21.0,19.0,23.9,22.7,23.7,39.9,23.857,29.29,22.657,34.176,47.9,48.7,49.2,20.0,47.862,38.085,51.19600000000001,26.727,,21.0,,19.0
2017-07-31 18:28:00,3.0,2.899,588.0,541.0,419.0,397.0,0.021,21.0,19.0,24.0,22.6,23.6,39.8,23.809,29.365,22.609,34.071,47.9,48.7,49.1,19.9,47.823,37.992,51.347,26.789,,21.0,,19.0
2017-07-31 18:29:00,3.0,2.9760000000000004,588.0,540.0,421.0,400.0,0.019,21.0,19.0,24.0,22.6,23.6,39.8,23.761,29.439,22.561,33.992,47.9,48.7,49.1,20.0,47.913,37.9,51.246,27.097,,21.0,,19.0
2017-07-31 18:30:00,3.0,2.701,593.0,541.0,423.0,405.0,0.019,21.0,19.0,24.0,22.6,23.6,39.7,23.713,29.54,22.513,33.992,47.9,48.6,49.1,19.8,47.779,37.642,51.302,26.818,,21.0,,19.0
2017-07-31 18:31:00,3.0,2.457,596.0,545.0,420.0,404.0,0.018000000000000002,21.0,19.0,24.0,22.5,23.6,39.6,23.713,29.615,22.513,33.966,47.9,48.6,49.0,20.1,47.81100000000001,37.515,51.49100000000001,27.095,,21.0,,19.0
2017-07-31 18:32:00,3.0,1.755,600.0,544.0,421.0,400.0,0.018000000000000002,21.0,19.0,24.1,22.5,23.5,39.6,23.713,29.69,22.489,33.94,47.9,48.6,48.9,20.1,47.715,36.785,51.519,27.023000000000003,,21.0,,19.0
2017-07-31 18:33:00,3.0,2.045,600.0,543.0,423.0,399.0,0.017,21.0,19.0,24.1,22.4,23.5,39.5,23.713,29.715,22.489,33.887,48.0,48.6,48.9,19.8,47.651,36.048,51.299,26.95,,21.0,,19.0
2017-07-31 18:34:00,3.0,2.228,596.0,544.0,421.0,400.0,0.017,21.0,19.0,24.1,22.4,23.4,39.5,23.665,29.715,22.441,33.809,47.8,48.6,48.9,20.0,47.677,36.519,51.229,27.153,,21.0,,19.0
2017-07-31 18:35:00,3.0,2.777,594.0,545.0,423.0,398.0,0.016,21.0,19.0,24.1,22.4,23.5,39.4,23.641,29.765,22.417,33.73,47.8,48.5,48.9,20.3,47.674,36.524,51.352,27.286,,21.0,,19.0
2017-07-31 18:36:00,3.0,3.6010000000000004,593.0,542.0,427.0,401.0,0.016,21.0,19.0,24.1,22.4,23.4,39.3,23.617,29.815,22.393,33.626,47.7,48.6,48.9,20.2,47.735,36.562,51.223,27.487,,21.0,,19.0
2017-07-31 18:37:00,3.0,2.7310000000000003,593.0,541.0,426.0,397.0,0.016,21.0,19.0,24.1,22.3,23.4,39.3,23.617,29.84,22.369,33.574,47.7,48.6,48.9,19.9,47.703,36.195,51.377,27.901,,21.0,,19.0
2017-07-31 18:38:00,3.0,2.09,595.0,545.0,421.0,397.0,0.016,21.0,19.0,24.1,22.3,23.4,39.2,23.617,29.79,22.345,33.521,47.8,48.7,48.8,20.4,47.575,35.853,51.217,27.897,,21.0,,19.0
2017-07-31 18:39:00,3.0,1.511,600.0,547.0,424.0,396.0,0.016,21.0,19.0,24.1,22.3,23.4,39.1,23.617,29.765,22.321,33.469,47.7,49.3,48.8,20.4,47.511,36.288,51.339,27.51,,21.0,,19.0
2017-07-31 18:40:00,3.0,1.526,600.0,547.0,423.0,398.0,0.016,21.0,19.0,24.2,22.4,23.4,39.1,23.617,29.79,22.298,33.417,48.0,49.9,48.7,20.4,47.831,36.459,52.592,27.472,,21.0,,19.0
2017-07-31 18:41:00,3.0,1.511,602.0,547.0,421.0,397.0,0.018000000000000002,21.0,19.0,24.2,22.4,23.4,39.0,23.593000000000004,29.84,22.393,33.417,48.1,49.7,49.6,20.5,48.402,36.329,52.793,26.776,,21.0,,19.0
2017-07-31 18:42:00,3.0,2.045,602.0,541.0,421.0,400.0,0.018000000000000002,21.0,19.0,24.3,22.6,23.5,39.0,23.617,29.84,22.561,33.365,48.1,49.6,49.7,20.7,48.692,36.329,52.566,26.981,,21.0,,19.0
2017-07-31 18:43:00,3.0,3.342,602.0,538.0,423.0,403.0,0.017,21.0,19.0,24.3,22.7,23.6,38.9,23.713,29.89,22.776,33.365,48.1,49.5,49.6,20.7,48.545,36.166,52.282,27.12,,21.0,,19.0
2017-07-31 18:44:00,3.0,1.648,606.0,538.0,423.0,403.0,0.017,21.0,19.0,24.4,22.8,23.7,38.8,23.809,29.865,22.968000000000004,33.287,48.1,49.4,49.5,20.6,48.334,36.13,51.931,27.462,,21.0,,19.0
2017-07-31 18:45:00,3.0,1.984,605.0,536.0,425.0,400.0,0.013,21.0,19.0,24.5,22.9,23.8,38.8,23.905,29.815,23.136,33.209,48.1,49.3,49.5,20.6,48.12300000000001,36.529,51.544,27.664,,21.0,,19.0
2017-07-31 18:46:00,3.0,2.914,607.0,536.0,426.0,401.0,0.013,21.0,19.0,24.5,22.9,23.9,38.7,24.002,29.765,23.256,33.157,48.1,49.2,49.5,20.5,47.976000000000006,36.557,51.277,28.008000000000006,,21.0,,19.0
2017-07-31 18:47:00,3.0,1.5719999999999998,609.0,535.0,426.0,398.0,0.01,21.0,19.0,24.6,23.0,24.0,38.7,24.098000000000006,29.74,23.376,33.131,48.1,49.4,49.4,20.8,47.828,36.656,51.072,28.318,,21.0,,19.0
2017-07-31 18:48:00,3.0,1.709,610.0,533.0,425.0,395.0,0.01,21.0,19.0,24.6,23.0,24.0,38.6,24.146,29.715,23.472,33.105,48.1,49.1,49.3,20.6,48.026,36.788,51.053,28.524,,21.0,,19.0
2017-07-31 18:49:00,3.0,2.487,609.0,532.0,421.0,397.0,0.009000000000000001,21.0,19.0,24.6,23.0,24.1,38.6,24.219,29.715,23.497,33.079,47.9,48.9,49.4,20.8,47.843,36.855,50.424,28.556,,21.0,,19.0
2017-07-31 18:50:00,3.0,1.999,605.0,529.0,421.0,401.0,0.009000000000000001,21.0,19.0,24.5,23.0,24.0,38.5,24.243,29.74,23.424,33.053000000000004,47.5,49.0,49.2,20.9,47.59,36.521,50.319,28.589,,21.0,,19.0
2017-07-31 18:51:00,2.0,2.121,600.0,529.0,421.0,399.0,0.01,21.0,19.0,24.4,23.0,24.0,38.5,24.219,29.715,23.304,33.027,47.5,49.0,49.3,20.8,47.427,36.62,50.651,28.622,,21.0,,19.0
2017-07-31 18:52:00,3.0,0.977,599.0,531.0,421.0,395.0,0.01,21.0,19.0,24.3,23.0,24.0,38.4,24.219,29.715,23.256,33.001,47.6,49.0,49.3,20.9,47.523,36.788,50.86600000000001,28.412,,21.0,,19.0
2017-07-31 18:53:00,2.0,2.838,593.0,533.0,421.0,401.0,0.015,21.0,19.0,24.3,23.0,24.0,38.4,24.195,29.665,23.208,32.949,47.4,49.0,49.2,21.0,47.52,36.648,51.081,28.408,,21.0,,19.0
2017-07-31 18:54:00,2.0,1.968,592.0,534.0,423.0,401.0,0.015,21.0,19.0,24.2,23.0,24.0,38.3,24.195,29.615,23.16,32.924,47.7,49.2,49.2,20.8,47.424,37.113,51.13800000000001,28.683000000000003,,21.0,,19.0
2017-07-31 18:55:00,2.0,2.853,586.0,535.0,424.0,401.0,0.021,21.0,18.0,24.2,23.1,24.0,38.3,24.195,29.565,23.184,32.924,48.9,49.1,49.2,21.0,47.456,37.175,51.551,28.475,,21.0,,18.0
2017-07-31 18:56:00,2.0,2.197,584.0,534.0,421.0,401.0,0.021,21.0,18.0,24.2,23.1,24.1,38.2,24.219,29.49,23.256,32.872,49.0,49.0,49.4,21.1,47.523,37.168,51.655,28.332,,21.0,,18.0
2017-07-31 18:57:00,2.0,2.167,586.0,534.0,423.0,398.0,0.023,21.0,18.0,24.2,23.2,24.1,38.2,24.267,29.389,23.376,32.82,49.2,48.9,49.3,21.1,47.56100000000001,37.426,51.54600000000001,28.467,,21.0,,18.0
2017-07-31 18:58:00,2.0,2.38,587.0,533.0,425.0,396.0,0.023,21.0,18.0,24.3,23.3,24.2,38.1,24.315,29.34,23.472,32.794000000000004,49.3,48.8,49.3,21.2,47.535,37.689,51.369,28.673,,21.0,,18.0
2017-07-31 18:59:00,2.0,2.014,590.0,533.0,423.0,394.0,0.019,21.0,18.0,24.3,23.3,24.2,38.1,24.388,29.315,23.569000000000006,32.717,49.3,48.8,49.3,21.2,47.48,37.586,51.19300000000001,28.874,,21.0,,18.0
2017-07-31 19:00:00,2.0,2.319,593.0,533.0,419.0,395.0,0.019,21.0,18.0,24.3,23.3,24.3,38.0,24.436,29.315,23.665,32.691,49.1,48.6,49.3,21.4,47.486,37.72,50.984,28.976,,21.0,,18.0
2017-07-31 19:01:00,2.0,1.938,594.0,532.0,421.0,394.0,0.013,19.0,18.0,24.3,23.2,24.3,38.0,24.46,29.34,23.665,32.691,49.0,48.4,49.2,21.2,47.201,37.756,50.383,29.079,,19.0,,18.0
2017-07-31 19:02:00,2.0,1.801,593.0,531.0,419.0,398.0,0.013,19.0,18.0,24.3,23.2,24.3,38.0,24.436,29.365,23.545,32.691,48.8,48.6,49.0,21.4,47.198,37.557,50.081,29.079,,19.0,,18.0
2017-07-31 19:03:00,2.0,1.48,592.0,534.0,418.0,400.0,0.011,19.0,18.0,24.3,23.2,24.1,37.9,24.388,29.389,23.4,32.639,48.4,48.7,48.9,21.5,47.063,37.56,50.379,29.283,,19.0,,18.0
2017-07-31 19:04:00,2.0,1.831,592.0,536.0,420.0,400.0,0.011,19.0,18.0,24.3,23.2,24.1,37.9,24.339,29.439,23.304,32.639,48.2,48.7,49.0,21.5,47.121,37.565,50.778,29.421,,19.0,,18.0
2017-07-31 19:05:00,2.0,2.014,587.0,533.0,426.0,401.0,0.013,19.0,18.0,24.2,23.1,24.1,37.9,24.315,29.515,23.28,32.639,48.0,48.5,49.0,21.6,47.279,37.371,50.933,29.283,,19.0,,18.0
2017-07-31 19:06:00,2.0,2.2430000000000003,580.0,533.0,428.0,401.0,0.013,19.0,18.0,24.2,23.1,24.1,37.8,24.315,29.54,23.232,32.639,48.1,48.3,49.0,21.5,47.183,37.106,50.831,29.075,,19.0,,18.0
2017-07-31 19:07:00,2.0,1.831,579.0,531.0,429.0,401.0,0.018000000000000002,19.0,18.0,24.2,23.0,24.1,37.8,24.291,29.54,23.16,32.613,48.1,48.3,48.9,21.6,47.276,37.039,50.632,28.97,,19.0,,18.0
2017-07-31 19:08:00,2.0,1.663,579.0,531.0,431.0,403.0,0.018000000000000002,19.0,18.0,24.1,22.9,24.0,37.7,24.219,29.565,23.064,32.587,48.3,50.1,48.8,21.6,47.523,37.108,50.84,28.864,,19.0,,18.0
2017-07-31 19:09:00,2.0,2.899,582.0,534.0,430.0,406.0,0.02,19.0,18.0,24.2,23.0,24.0,37.7,24.122,29.565,22.992,32.536,48.6,49.6,49.0,21.5,48.023,37.309,52.81399999999999,28.652,,19.0,,18.0
2017-07-31 19:10:00,2.0,2.396,584.0,534.0,427.0,402.0,0.02,19.0,18.0,24.2,22.9,24.0,37.6,24.074,29.565,23.04,32.536,48.7,49.6,49.7,21.6,48.528,37.309,52.255,28.583,,19.0,,18.0
2017-07-31 19:11:00,2.0,2.502,587.0,536.0,430.0,396.0,0.019,19.0,18.0,24.3,23.1,24.1,37.6,24.098000000000006,29.54,23.136,32.536,48.7,49.3,49.6,21.6,48.627,37.34,52.174,28.583,,19.0,,18.0
2017-07-31 19:12:00,2.0,1.5719999999999998,587.0,536.0,429.0,394.0,0.019,19.0,18.0,24.3,23.2,24.2,37.6,24.146,29.515,23.28,32.51,48.7,49.1,49.4,21.7,48.473,37.304,51.974,28.512,,19.0,,18.0
2017-07-31 19:13:00,2.0,2.884,587.0,535.0,427.0,395.0,0.014,19.0,18.0,24.3,23.3,24.2,37.5,24.219,29.49,23.424,32.484,48.8,49.2,49.4,21.4,48.387,37.369,51.74100000000001,28.233,,19.0,,18.0
2017-07-31 19:14:00,2.0,1.663,587.0,538.0,426.0,394.0,0.014,19.0,18.0,24.3,23.3,24.2,37.5,24.291,29.464,23.545,32.433,48.6,48.8,49.6,21.7,48.3,37.367,51.379,28.264,,19.0,,18.0
2017-07-31 19:15:00,2.0,1.907,587.0,538.0,423.0,393.0,0.01,19.0,18.0,24.3,23.3,24.3,37.4,24.363000000000003,29.464,23.545,32.381,48.2,48.9,49.3,21.6,47.958,37.3,50.81,28.225,,19.0,,18.0
2017-07-31 19:16:00,2.0,1.541,589.0,535.0,425.0,391.0,0.01,19.0,18.0,24.3,23.2,24.3,37.4,24.363000000000003,29.464,23.472,32.33,48.1,48.9,49.2,21.5,47.765,37.3,50.8,28.221,,19.0,,18.0
2017-07-31 19:17:00,2.0,2.2430000000000003,590.0,534.0,425.0,395.0,0.011,19.0,18.0,24.3,23.2,24.2,37.3,24.363000000000003,29.49,23.424,32.304,48.0,48.9,49.1,21.6,47.669,37.302,50.857,28.012,,19.0,,18.0
2017-07-31 19:18:00,2.0,3.403,587.0,532.0,423.0,395.0,0.011,19.0,18.0,24.2,23.2,24.2,37.3,24.339,29.515,23.376,32.253,47.8,48.6,49.1,21.5,47.538,37.304,50.914,28.042,,19.0,,18.0
2017-07-31 19:19:00,2.0,2.991,582.0,534.0,423.0,398.0,0.015,19.0,18.0,24.2,23.1,24.2,37.2,24.315,29.54,23.328000000000007,32.227,47.9,48.4,49.1,21.6,47.503,37.106,50.78100000000001,28.144,,19.0,,18.0
2017-07-31 19:20:00,2.0,1.526,582.0,531.0,423.0,398.0,0.015,19.0,18.0,24.2,23.1,24.2,37.2,24.267,29.464,23.232,32.175,48.0,48.7,48.9,21.5,47.593,36.495,50.673,27.933000000000003,,19.0,,18.0
2017-07-31 19:21:00,2.0,1.801,583.0,531.0,427.0,395.0,0.018000000000000002,19.0,18.0,24.1,23.0,24.1,37.2,24.195,29.389,23.136,32.124,48.4,50.0,48.7,21.3,47.968,37.225,51.481,28.067,,19.0,,18.0
2017-07-31 19:22:00,2.0,1.419,585.0,533.0,433.0,395.0,0.018000000000000002,19.0,18.0,24.1,23.1,24.0,37.1,24.098000000000006,29.365,23.088,32.047,48.5,49.6,49.4,21.4,48.148,37.424,52.199,27.992,,19.0,,18.0
2017-07-31 19:23:00,2.0,3.388,590.0,532.0,430.0,393.0,0.02,19.0,18.0,24.2,23.2,24.1,37.1,24.098000000000006,29.315,23.136,32.021,48.6,49.4,49.6,21.5,48.722,37.619,52.3,27.921,,19.0,,18.0
2017-07-31 19:24:00,2.0,1.755,590.0,534.0,431.0,394.0,0.02,19.0,18.0,24.3,23.2,24.2,37.0,24.122,29.315,23.256,31.97,48.6,49.3,49.5,21.4,48.789,37.552,52.096,27.848000000000006,,19.0,,18.0
2017-07-31 19:25:00,2.0,1.2819999999999998,590.0,535.0,435.0,391.0,0.017,19.0,18.0,24.3,23.3,24.3,37.0,24.195,29.315,23.4,31.944000000000006,48.6,49.1,49.4,21.5,48.67100000000001,37.619,51.833,27.776,,19.0,,18.0
2017-07-31 19:26:00,2.0,1.953,592.0,536.0,441.0,395.0,0.017,19.0,18.0,24.4,23.4,24.3,37.0,24.267,29.265,23.521,31.893,48.7,49.0,49.3,21.2,48.553,37.547,51.66,27.496,,19.0,,18.0
2017-07-31 19:27:00,2.0,1.862,596.0,534.0,437.0,395.0,0.014,19.0,18.0,24.4,23.3,24.4,36.9,24.339,29.24,23.593000000000004,31.816,48.4,48.7,49.4,21.4,48.274,37.445,51.133,27.49,,19.0,,18.0
2017-07-31 19:28:00,2.0,1.816,604.0,533.0,437.0,393.0,0.014,19.0,18.0,24.4,23.2,24.3,36.9,24.339,29.215,23.569000000000006,31.765,48.3,48.7,49.1,21.4,48.146,37.409,50.497,27.347,,19.0,,18.0
2017-07-31 19:29:00,2.0,1.984,602.0,535.0,439.0,395.0,0.01,19.0,18.0,24.3,23.2,24.2,36.8,24.315,29.165,23.448,31.714,48.0,48.8,48.9,21.3,47.855,37.337,50.449,27.205,,19.0,,18.0
2017-07-31 19:30:00,2.0,1.953,596.0,535.0,435.0,396.0,0.01,19.0,18.0,24.3,23.2,24.2,36.8,24.291,29.065,23.328000000000007,31.689,47.8,48.8,48.9,21.2,47.628,37.36,50.718,26.926,,19.0,,18.0
2017-07-31 19:31:00,2.0,1.511,592.0,536.0,431.0,395.0,0.013,21.0,18.0,24.2,23.2,24.2,36.8,24.267,28.941,23.232,31.689,47.7,48.7,48.9,21.2,47.593,37.549,50.895,26.856,,21.0,,18.0
2017-07-31 19:32:00,2.0,1.694,587.0,538.0,428.0,392.0,0.013,21.0,18.0,24.2,23.2,24.2,36.7,24.267,28.791,23.184,31.637,47.7,49.1,48.9,21.1,47.625,37.768,51.14100000000001,26.783,,21.0,,18.0
2017-07-31 19:33:00,2.0,2.38,585.0,536.0,427.0,392.0,0.017,21.0,18.0,24.2,23.1,24.2,36.6,24.219,28.617,23.136,31.586,48.1,49.8,48.7,21.0,48.163,38.85,51.89100000000001,26.779,,21.0,,18.0
2017-07-31 19:34:00,2.0,1.617,587.0,540.0,427.0,392.0,0.017,21.0,18.0,24.2,23.2,24.1,36.6,24.171,28.468000000000004,23.136,31.535,48.3,49.5,49.6,20.9,48.668,38.934,52.394,26.88,,21.0,,18.0
2017-07-31 19:35:00,2.0,1.923,590.0,542.0,427.0,393.0,0.019,21.0,18.0,24.2,23.3,24.2,36.5,24.146,28.345,23.208,31.459,48.4,49.4,49.6,20.9,48.952,39.387,52.279,26.978,,21.0,,18.0
2017-07-31 19:36:00,2.0,1.5719999999999998,593.0,542.0,424.0,395.0,0.019,21.0,18.0,24.3,23.4,24.2,36.5,24.195,28.27,23.328000000000007,31.433000000000003,48.5,49.3,49.5,20.9,48.831,39.313,51.98,26.976,,21.0,,18.0
2017-07-31 19:37:00,2.0,1.45,593.0,538.0,423.0,395.0,0.017,21.0,18.0,24.3,23.4,24.3,36.5,24.267,28.221,23.472,31.382,48.6,49.1,49.3,21.0,48.648,39.407,51.716,26.903,,21.0,,18.0
2017-07-31 19:38:00,2.0,2.06,600.0,536.0,425.0,395.0,0.017,21.0,18.0,24.4,23.4,24.4,36.4,24.339,28.196,23.569000000000006,31.331,48.6,49.0,49.3,20.9,48.53,39.205,51.50899999999999,26.899,,21.0,,18.0
2017-07-31 19:39:00,2.0,1.709,602.0,538.0,432.0,395.0,0.013,21.0,18.0,24.3,23.4,24.4,36.4,24.436,28.196,23.641,31.281,48.4,48.6,49.3,21.1,48.127,39.039,50.886,26.757,,21.0,,18.0
2017-07-31 19:40:00,2.0,2.411,602.0,541.0,434.0,396.0,0.013,21.0,18.0,24.3,23.3,24.4,36.3,24.436,28.196,23.569000000000006,31.255,48.2,48.5,49.0,21.0,47.839,38.707,50.243,26.894,,21.0,,18.0
2017-07-31 19:41:00,2.0,2.365,596.0,540.0,429.0,397.0,0.011,21.0,18.0,24.3,23.2,24.3,36.3,24.388,28.245,23.448,31.204,47.9,48.6,48.8,21.0,47.737,38.579,49.974,26.855,,21.0,,18.0
2017-07-31 19:42:00,2.0,1.801,596.0,538.0,430.0,395.0,0.011,21.0,18.0,24.3,23.2,24.2,36.2,24.339,28.245,23.28,31.153,47.7,48.7,48.7,20.8,47.282,38.546,50.522,26.747,,21.0,,18.0
2017-07-31 19:43:00,2.0,1.587,593.0,536.0,427.0,396.0,0.013,21.0,18.0,24.2,23.2,24.2,36.2,24.291,28.245,23.184,31.103,47.6,48.6,48.8,20.9,47.308,38.246,51.014,26.848000000000006,,21.0,,18.0
2017-07-31 19:44:00,2.0,1.633,593.0,536.0,431.0,396.0,0.013,21.0,18.0,24.1,23.2,24.2,36.1,24.267,28.295,23.16,31.052,47.9,48.7,48.7,21.0,47.401,38.151,51.13800000000001,27.086,,21.0,,18.0
