Time,PM_MET_OUT,PM_MET_IN1,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,CO2_ETC_BR3,CO2_ETC_OUT,NO2_AQL_IN1,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,T_ETC_BR3,T_ETC_OUT,TS_HBI_GRL,T_HBO_BA1,T_HBO_BA2,T_HBO_BA3,T_HBO_LAU,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RH_ETC_BR3,RH_ETC_OUT,RHS_HBI_GRL,RH_HBO_BA1,RH_HBO_BA2,RH_HBO_BA3,RH_HBO_LAU,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2018-01-17 16:13:00,28.534,2,786,763,770,770,384,0.014,<10,<10,23,22.1,21.5,21.5,33.3,23.21277778,22.6590348,22.10611111,21.81888889,,24.84722222,39.3,41.9,43.7,43.5,15.1,42.082,43.217,42.895,43.056,,30.658,,7.3,,7.3
2018-01-17 16:14:00,31.128,3,781,760,766,774,378,0.014,<10,<10,23,22.1,21.5,21.5,33.5,23.21277778,22.6590348,22.08222222,21.84277778,,24.77388889,39.3,41.9,43.7,43.3,14.3,42.179,43.346,42.925,43.091,,30.685,,7.3,,7.3
2018-01-17 16:15:00,31.525,3,783,756,765,777,378,0.016,<10,<10,23,22.1,21.5,21.5,33.7,23.21277778,22.6590348,22.08222222,21.84277778,,24.72611111,39.3,41.9,43.7,43.4,14.5,42.179,43.217,42.957,43.091,,31.085,,7.3,,7.3
2018-01-17 16:16:00,29.358,3,783,750,765,773,379,0.016,<10,<10,23,22.1,21.5,21.5,33.8,23.21277778,22.6590348,22.08222222,21.84277778,,24.65277778,39.3,41.9,43.7,43.4,14.6,42.244,43.346,43.022,43.059,,31.483,,7.3,,7.3
2018-01-17 16:17:00,32.624,3,783,743,762,768,384,0.015,<10,<10,23,22.1,21.5,21.5,33.9,23.21277778,22.6590348,22.08222222,21.86722222,,24.58111111,39.3,41.8,43.6,43.4,14.3,42.244,43.314,43.086,43.126,,32.115,,7.3,,7.3
2018-01-17 16:18:00,33.677,2,785,741,753,763,384,0.015,<10,<10,23,22.2,21.5,21.5,33.8,23.21277778,22.6590348,22.05777778,21.86722222,,24.48388889,39.2,41.9,43.6,43.3,14.4,42.277,43.54,43.148,43.094,,32.509,,7.3,,7.3
2018-01-17 16:19:00,31.174,3,777,740,750,762,383,0.019,<10,<10,22.9,22.2,21.5,21.5,34.3,23.21277778,22.6590348,22.05777778,21.86722222,,24.41222222,39.3,41.9,43.6,43.4,14.5,42.309,43.475,43.18,43.126,,32.971,,7.3,,7.3
2018-01-17 16:20:00,33.463,3,773,741,744,762,382,0.019,<10,<10,23,22.2,21.5,21.5,34.2,23.18888889,22.6590348,22.05777778,21.86722222,,24.33888889,39.3,41.9,43.6,43.4,14.3,42.274,43.217,43.213,43.158,,33.132,,7.3,,7.3
2018-01-17 16:21:00,33.112,3,774,737,744,762,382,0.02,<10,<10,23,22.2,21.5,21.5,34.2,23.18888889,22.6590348,22.05777778,21.86722222,,24.24277778,39.4,41.8,43.6,43.4,14.7,42.274,43.282,43.277,43.191,,33.056,,7.3,,7.3
2018-01-17 16:22:00,34.104,3,766,736,744,760,384,0.02,<10,<10,23,22.2,21.5,21.5,34.4,23.18888889,22.6590348,22.05777778,21.86722222,,24.17111111,39.2,41.8,43.6,43.4,14.4,42.371,43.572,43.277,43.158,,33.384,,7.3,,7.3
2018-01-17 16:23:00,34.653,3,768,737,745,755,384,0.022,<10,<10,23,22.2,21.5,21.5,34.6,23.18888889,22.6345884,22.05777778,21.89111111,,24.09777778,39.2,41.9,43.6,43.4,14.5,42.371,43.602,43.277,43.193,,33.711,,7.3,,7.3
2018-01-17 16:24:00,33.951,2,768,734,742,752,383,0.022,<10,<10,23,22.2,21.5,21.5,34.4,23.18888889,22.6345884,22.05777778,21.89111111,,24.00222222,39.2,41.8,43.6,43.3,14.5,42.371,43.666,43.309,43.129,,33.803,,7.3,,7.3
2018-01-17 16:25:00,33.616,3,768,731,740,751,380,0.018,<10,<10,23,22.2,21.5,21.5,33.9,23.18888889,22.6345884,22.05777778,21.89111111,,23.95388889,39.4,41.8,43.6,43.4,15,42.501,43.473,43.342,43.129,,34.265,,7.3,,7.3
2018-01-17 16:26:00,35.554,3,768,736,740,745,384,0.018,<10,<10,23,22.2,21.6,21.5,33.8,23.18888889,22.6345884,22.05777778,21.89111111,,23.85722222,39.3,41.9,43.6,43.4,15.2,42.501,43.537,43.342,43.161,,34.256,,7.3,,7.3
2018-01-17 16:27:00,33.539,3,759,741,737,741,385,0.017,<10,<10,23,22.2,21.6,21.5,33.5,23.18888889,22.6345884,22.05777778,21.89111111,,23.80888889,39.3,41.9,43.5,43.2,15.5,42.501,43.311,43.342,43.129,,34.218,,7.3,,7.3
2018-01-17 16:28:00,34.379,3,755,737,737,743,387,0.017,<10,<10,23,22.2,21.6,21.5,33.9,23.18888889,22.6345884,22.05777778,21.89111111,,23.73722222,39.9,41.8,43.5,43.2,15.2,42.566,43.344,43.374,43.193,,34.943,,7.3,,7.3
2018-01-17 16:29:00,34.836,3,766,732,733,743,387,0.018,<10,<10,23.1,22.2,21.6,21.5,33.3,23.165,22.6590348,22.05777778,21.89111111,,23.665,39.6,41.9,43.5,43.3,15.8,42.66,43.443,43.374,43.161,,34.77,,7.3,,7.3
2018-01-17 16:30:00,35.889,2,767,727,729,741,387,0.018,<10,<10,23.1,22.2,21.6,21.6,33.4,23.18888889,22.6590348,22.05777778,21.89111111,,23.61722222,39.7,41.9,43.5,43.2,15.7,42.825,43.379,43.406,43.129,,34.931,,7.3,,7.3
2018-01-17 16:31:00,31.693,3,769,727,722,739,385,0.018,<10,<10,23.1,22.2,21.6,21.6,33.5,23.165,22.6590348,22.05777778,21.89111111,,23.56888889,39.4,41.9,43.5,43.2,15.8,42.628,43.572,43.374,43.193,,35.126,,7.3,,7.3
2018-01-17 16:32:00,34.775,2,770,730,718,734,384,0.018,<10,<10,23.1,22.2,21.6,21.6,33.7,23.165,22.6345884,22.05777778,21.915,,23.52111111,39.3,41.8,43.4,43.2,15.6,42.531,43.473,43.632,43.164,,35.055,,7.3,,7.3
2018-01-17 16:33:00,35.111,3,780,733,718,736,384,0.019,<10,<10,23.1,22.2,21.6,21.6,33.8,23.165,22.6345884,22.08222222,21.915,,23.47222222,39.3,41.9,43.4,43.2,15.1,42.596,43.311,43.538,43.132,,35.183,,7.3,,7.3
2018-01-17 16:34:00,33.722,3,773,733,713,737,384,0.019,<10,<10,23.1,22.2,21.6,21.6,33.5,23.165,22.6345884,22.08222222,21.915,,23.4,39.3,42,43.4,43.2,15.4,42.596,43.473,43.473,43.099,,35.441,,7.3,,7.3
2018-01-17 16:35:00,31.571,3,768,731,715,733,385,0.019,<10,<10,23.1,22.2,21.6,21.6,33.8,23.165,22.6345884,22.08222222,21.89111111,,23.35222222,39.3,42,43.4,43.2,15,42.596,43.473,43.409,43.161,,35.404,,7.3,,7.3
2018-01-17 16:36:00,32.944,2,758,734,716,725,387,0.019,<10,<10,23.1,22.3,21.6,21.6,33.6,23.165,22.6345884,22.08222222,21.915,,23.30388889,39.3,41.9,43.4,43.2,15.3,42.628,43.602,43.409,43.164,,35.499,,7.3,,7.3
2018-01-17 16:37:00,33.936,3,756,726,719,729,389,0.018,<10,<10,23.1,22.2,21.6,21.6,33,23.165,22.6345884,22.08222222,21.915,,23.25611111,39.3,42.1,43.4,43.1,15.8,42.693,43.699,43.344,43.132,,35.759,,7.3,,7.3
2018-01-17 16:38:00,31.693,3,750,721,713,729,389,0.018,<10,<10,23.1,22.3,21.6,21.6,33.2,23.18888889,22.6345884,22.08222222,21.915,,23.20777778,39.2,42,43.4,43.2,15.7,42.728,43.57,43.344,43.196,,35.82,,7.3,,7.3
2018-01-17 16:39:00,29.603,3,749,721,712,731,390,0.016,<10,11,23.1,22.3,21.6,21.6,33.1,23.165,22.6345884,22.08222222,21.915,,23.16,39.4,42,43.4,43.2,15.8,42.628,43.57,43.344,43.099,,35.849,,7.3,,11
2018-01-17 16:40:00,30.381,3,740,723,710,722,390,0.016,<10,11,23.1,22.3,21.6,21.6,33.2,23.165,22.6345884,22.08222222,21.915,,23.13611111,39.2,42,43.5,43.2,15.8,42.628,43.473,43.344,43.196,,35.549,,7.3,,11
2018-01-17 16:41:00,32.273,2,736,721,706,722,392,0.015,<10,11,23.1,22.3,21.6,21.6,33.2,23.165,22.6345884,22.10611111,21.915,,23.11222222,39.5,42,43.6,43.2,15.8,42.628,43.537,43.315,43.261,,35.745,,7.3,,11
2018-01-17 16:42:00,30.838,3,738,718,705,718,385,0.015,<10,11,23.1,22.3,21.6,21.6,33.2,23.165,22.6345884,22.10611111,21.93888889,,23.08777778,39.7,42,43.7,43.2,15.6,42.563,43.473,43.315,43.102,,35.411,,7.3,,11
2018-01-17 16:43:00,30.137,3,744,721,710,722,380,0.017,<10,11,23.1,22.3,21.6,21.6,33.3,23.165,22.6345884,22.10611111,21.93888889,,23.04,39.7,41.9,43.5,43.2,15.7,42.628,43.344,43.347,43.07,,35.539,,7.3,,11
2018-01-17 16:44:00,30.915,3,744,721,712,719,378,0.017,<10,11,23.1,22.3,21.6,21.6,32.9,23.165,22.6590348,22.10611111,21.93888889,,22.96777778,39.4,42,43.6,43.3,15.4,42.596,44.185,43.347,43.07,,35.797,,7.3,,11
2018-01-17 16:45:00,30.579,3,743,718,715,718,375,0.02,<10,11,23.1,22.3,21.6,21.6,32.8,23.14111111,22.6590348,22.10611111,21.915,,22.89611111,39.4,42.1,43.6,43.2,15.8,42.852,44.024,43.347,43.132,,35.889,,7.3,,11
2018-01-17 16:46:00,30.335,3,746,716,718,718,375,0.02,<10,11,23.1,22.3,21.6,21.6,32.6,23.165,22.7068164,22.10611111,21.93888889,,22.8,39.5,42,43.6,43.2,15.8,42.693,43.804,43.379,43.134,,35.913,,7.3,,11
2018-01-17 16:47:00,28.794,3,745,713,721,714,380,0.016,<10,11,23.1,22.3,21.6,21.6,32.4,23.14111111,22.7068164,22.10611111,21.93888889,,22.77611111,39.6,42,43.6,43.2,16.2,42.852,43.675,43.379,43.134,,36.241,,7.3,,11
2018-01-17 16:48:00,29.847,3,749,712,721,710,382,0.016,<10,11,23.2,22.3,21.6,21.7,32.2,23.14111111,22.7307072,22.10611111,21.93888889,,22.705,39.8,42,43.5,43.2,16.1,42.625,43.742,43.379,43.167,,36.3,,7.3,,11
2018-01-17 16:49:00,32.395,3,754,715,727,708,381,0.017,<10,11,23.1,22.3,21.6,21.7,31.9,23.14111111,22.7307072,22.10611111,21.93888889,,22.63277778,39.4,42,43.5,43.2,16.3,42.69,43.678,43.379,43.231,,36.194,,7.3,,11
2018-01-17 16:50:00,29.923,3,747,715,721,705,383,0.017,<10,11,23.2,22.3,21.6,21.7,31.9,23.14111111,22.7307072,22.10611111,21.96277778,,22.585,39.5,42,43.5,43.2,16.1,42.658,43.548,43.412,43.137,,36.585,,7.3,,11
2018-01-17 16:51:00,29.908,3,740,713,718,705,383,0.018,<10,11,23.1,22.3,21.6,21.7,32,23.14111111,22.754598,22.10611111,21.96277778,,22.51277778,39.7,42,43.5,43.2,16.4,42.755,43.68,43.379,43.137,,36.742,,7.3,,11
2018-01-17 16:52:00,31.434,3,738,715,711,706,386,0.018,<10,11,23.1,22.3,21.6,21.7,31.8,23.14111111,22.7307072,22.10611111,21.96277778,,22.41722222,39.6,42,43.5,43.2,16.5,42.722,43.645,43.347,43.137,,36.864,,7.3,,11
2018-01-17 16:53:00,32.547,3,735,715,703,706,385,0.017,<10,11,23.2,22.3,21.6,21.7,31.6,23.14111111,22.7307072,22.10611111,21.93888889,,22.32111111,39.7,42,43.4,43.2,16.7,42.69,43.742,43.379,43.167,,37.249,,7.3,,11
2018-01-17 16:54:00,32.349,3,744,715,699,705,384,0.017,<10,11,23.2,22.3,21.7,21.7,31.4,23.14111111,22.7307072,22.10611111,21.96277778,,22.22611111,39.4,42,43.4,43.2,16.9,43.014,43.936,43.379,43.137,,37.043,,7.3,,11
2018-01-17 16:55:00,32.181,3,740,710,703,704,378,0.016,<10,11,23.2,22.3,21.6,21.7,31.2,23.11722222,22.7307072,22.10611111,21.96277778,,22.17777778,39.3,41.9,43.4,43.2,16.9,42.752,43.774,43.379,43.202,,37.366,,7.3,,11
2018-01-17 16:56:00,32.349,3,736,707,704,701,374,0.016,<10,11,23.1,22.3,21.7,21.7,31.2,23.11722222,22.7068164,22.10611111,21.98722222,,22.08222222,39.3,42,43.4,43.3,17.1,42.946,43.804,43.412,43.075,,37.554,,7.3,,11
2018-01-17 16:57:00,32.258,3,735,704,701,699,376,0.017,<10,11,23.2,22.3,21.7,21.7,30.8,23.11722222,22.7068164,22.10611111,21.96277778,,21.98722222,39.6,41.9,43.4,43.3,17.2,43.011,43.675,43.379,43.04,,37.741,,7.3,,11
2018-01-17 16:58:00,30.869,3,730,706,700,698,381,0.017,<10,11,23.2,22.3,21.7,21.7,30.4,23.11722222,22.7068164,22.10611111,21.98722222,,21.915,39.3,41.9,43.4,43.2,17.8,43.044,43.61,43.379,43.14,,37.602,,7.3,,11
2018-01-17 16:59:00,33.31,3,716,704,699,700,382,0.017,<10,11,23.2,22.3,21.7,21.7,30.3,23.11722222,22.7068164,22.13,21.98722222,,21.84277778,39.3,42,43.3,43.3,18.4,42.914,43.707,43.382,43.108,,37.398,,7.3,,11
2018-01-17 17:00:00,32.074,3,709,702,691,700,379,0.017,<10,11,23.2,22.3,21.7,21.7,29.8,23.11722222,22.6829256,22.13,21.98722222,,21.81888889,39.4,42,43.4,43.2,19.7,43.076,43.64,43.35,43.14,,37.527,,7.3,,11
2018-01-17 17:01:00,31.617,3,710,701,691,698,381,0.016,<10,11,23.1,22.3,21.7,21.7,30.1,23.11722222,22.6829256,22.13,21.98722222,,21.795,39.4,41.9,43.4,43.2,19.3,42.882,43.769,43.382,43.075,,37.689,,7.3,,11
2018-01-17 17:02:00,31.022,3,718,698,691,698,385,0.016,<10,11,23.2,22.3,21.7,21.7,30,23.11722222,22.6829256,22.13,21.98722222,,21.74777778,39.5,41.9,43.5,43.3,20,43.044,43.866,43.382,43.204,,37.88,,7.3,,11
2018-01-17 17:03:00,32.7,3,727,696,694,694,389,0.016,<10,11,23.2,22.3,21.7,21.7,30,23.11722222,22.6829256,22.13,21.98722222,,21.67611111,39.4,41.9,43.4,43.3,19.7,43.626,43.801,43.414,43.14,,38.069,,7.3,,11
2018-01-17 17:04:00,34.043,3,727,694,694,696,391,0.016,<10,11,23.2,22.3,21.7,21.7,29.8,23.11722222,22.6829256,22.13,21.98722222,,21.58111111,39.7,41.9,43.4,43.3,20.2,43.626,43.801,43.414,43.204,,38.387,,7.3,,11
2018-01-17 17:05:00,30.549,3,724,692,696,700,394,0.016,<10,11,23.2,22.3,21.7,21.7,29.7,23.11722222,22.6590348,22.13,21.98722222,,21.485,39.6,41.9,43.4,43.3,20.3,43.658,43.637,43.479,43.204,,38.703,,7.3,,11
2018-01-17 17:06:00,31.235,3,733,694,689,693,394,0.016,<10,11,23.2,22.3,21.7,21.7,29.7,23.11722222,22.6590348,22.13,21.96277778,,21.39,39.5,41.9,43.4,43.2,20.6,43.238,43.798,43.479,43.266,,38.563,,7.3,,11
2018-01-17 17:07:00,31.205,3,728,692,686,696,396,0.017,<10,11,23.2,22.3,21.7,21.7,29.4,23.11722222,22.6590348,22.13,21.98722222,,21.31777778,40,41.9,43.3,43.3,20.7,43.561,43.734,43.479,43.204,,38.914,,7.3,,11
2018-01-17 17:08:00,31.174,3,730,692,683,699,399,0.017,<10,11,23.2,22.3,21.7,21.7,29.4,23.11722222,22.6590348,22.13,21.98722222,,21.22277778,39.7,41.9,43.4,43.2,21.3,43.399,43.863,43.511,43.172,,38.643,,7.3,,11
2018-01-17 17:09:00,29.938,3,734,692,683,700,399,0.017,<10,11,23.2,22.3,21.7,21.8,29.4,23.11722222,22.6590348,22.13,21.98722222,,21.175,39.9,41.9,43.3,43.3,21,43.593,43.863,43.543,43.204,,38.932,,7.3,,11
2018-01-17 17:10:00,31.556,3,740,685,683,704,397,0.017,<10,11,23.2,22.3,21.7,21.8,29.4,23.11722222,22.6590348,22.13,21.98722222,,21.12722222,39.8,41.9,43.3,43.3,21.3,43.399,43.83,43.608,43.333,,39.383,,7.3,,11
2018-01-17 17:11:00,30.61,3,740,685,682,702,399,0.017,<10,11,23.2,22.4,21.7,21.7,29,23.11722222,22.6590348,22.13,21.98722222,,21.05611111,39.8,41.8,43.4,43.3,22.1,43.593,43.605,43.576,43.204,,38.952,,7.3,,11
2018-01-17 17:12:00,32.136,3,747,694,677,695,399,0.017,<10,11,23.2,22.4,21.7,21.7,28.8,23.11722222,22.6590348,22.13,22.01111111,,21.03222222,39.6,41.9,43.3,43.3,22.7,43.464,43.637,43.64,43.272,,38.786,,7.3,,11
2018-01-17 17:13:00,31.373,3,744,698,676,693,402,0.018,<10,11,23.2,22.4,21.7,21.8,28.8,23.11722222,22.6590348,22.13,22.01111111,,20.98388889,39.7,42,43.3,43.3,22.7,43.593,43.766,43.672,43.207,,38.847,,7.3,,11
2018-01-17 17:14:00,27.649,3,740,698,677,693,399,0.018,<10,11,23.2,22.3,21.7,21.8,28.6,23.14111111,22.6590348,22.13,21.98722222,,20.96,39.6,41.9,43.4,43.3,23.1,43.725,43.798,43.672,43.237,,38.648,,7.3,,11
2018-01-17 17:15:00,29.374,3,734,696,674,692,402,0.017,<10,11,23.2,22.3,21.7,21.8,28.4,23.14111111,22.6590348,22.13,22.01111111,,20.93611111,39.7,42,43.3,43.3,23.5,43.661,43.83,43.672,43.304,,38.776,,7.3,,11
2018-01-17 17:16:00,30.045,3,725,699,673,685,407,0.017,<10,11,23.2,22.4,21.7,21.8,28.3,23.14111111,22.6590348,22.13,22.01111111,,20.91277778,39.5,41.9,43.3,43.3,23.9,43.596,43.734,43.705,43.207,,38.741,,7.3,,11
2018-01-17 17:17:00,27.222,3,721,699,673,683,407,0.017,<10,11,23.2,22.3,21.7,21.8,28.2,23.165,22.6590348,22.13,21.98722222,,20.88888889,39.4,42.1,43.3,43.4,24.1,43.728,43.734,43.737,43.172,,38.739,,7.3,,11
2018-01-17 17:18:00,30.35,3,716,700,670,680,411,0.017,<10,11,23.2,22.4,21.8,21.8,28.2,23.165,22.6590348,22.13,21.98722222,,20.84111111,39.4,42.1,43.3,43.3,24.1,43.567,43.605,43.801,43.269,,38.864,,7.3,,11
2018-01-17 17:19:00,28.931,3,714,698,667,681,411,0.017,<10,11,23.2,22.4,21.8,21.8,28.1,23.14111111,22.6590348,22.13,21.98722222,,20.74611111,39.6,42,43.3,43.3,24.9,43.661,43.734,43.769,43.301,,38.984,,7.3,,11
2018-01-17 17:20:00,29.358,3,714,694,667,681,408,0.017,<10,11,23.2,22.4,21.8,21.8,27.9,23.14111111,22.6590348,22.13,21.98722222,,20.69777778,39.5,42.1,43.3,43.3,25.6,43.596,43.701,43.801,43.237,,39.37,,7.3,,11
2018-01-17 17:21:00,27.97,3,707,691,670,678,407,0.015,<10,11,23.2,22.4,21.8,21.8,27.9,23.14111111,22.6590348,22.13,21.98722222,,20.65,39.5,42.1,43.3,43.4,25.4,43.532,43.637,43.801,43.333,,39.3,,7.3,,11
2018-01-17 17:22:00,30.503,3,703,687,667,681,409,0.015,<10,11,23.2,22.4,21.8,21.8,27.8,23.14111111,22.6590348,22.15388889,21.98722222,,20.62722222,39.5,42.2,43.3,43.3,26,43.725,43.669,43.836,43.301,,39.297,,7.3,,11
2018-01-17 17:23:00,30.442,3,702,686,666,681,409,0.015,<10,11,23.2,22.4,21.8,21.8,27.7,23.14111111,22.6590348,22.15388889,21.98722222,,20.60277778,39.5,42.1,43.3,43.3,26.3,43.629,43.701,43.804,43.366,,39.555,,7.3,,11
2018-01-17 17:24:00,32.364,3,701,689,662,681,414,0.015,<10,11,23.2,22.3,21.8,21.8,27.7,23.165,22.6590348,22.15388889,21.98722222,,20.60277778,39.5,42.1,43.3,43.3,26,43.599,43.669,43.804,43.366,,39.457,,7.3,,11
